"X0.Fine","X0.JC","X0.RP","X0.RedBlack"
77.68,1.0718,-0.291800000000001,0
77.78,1.0728,-0.292800000000001,0
77.88,1.0738,-0.293800000000001,0
77.98,1.0748,-0.294800000000001,0
78.08,1.0758,-0.295800000000001,0
78.18,1.0768,-0.296800000000001,0
78.28,1.0778,-0.297800000000001,0
78.38,1.0788,-0.298800000000001,0
78.48,1.0798,-0.299800000000001,0
78.58,1.0808,-0.300800000000001,0
78.68,1.0818,-0.301800000000001,0
78.78,1.0828,-0.302800000000001,0
78.88,1.0838,-0.303800000000001,0
78.98,1.0848,-0.304800000000001,0
79.08,1.0858,-0.305800000000001,0
79.18,1.0868,-0.306800000000001,0
79.28,1.0878,-0.307800000000001,0
79.38,1.0888,-0.308800000000001,0
79.48,1.0898,-0.309800000000001,0
79.58,1.0908,-0.310800000000001,0
79.68,1.0918,-0.311800000000001,0
79.78,1.0928,-0.312800000000001,0
79.88,1.0938,-0.313800000000001,0
79.98,1.0948,-0.314800000000001,0
80.08,1.0958,-0.315800000000001,0
80.18,1.0968,-0.316800000000001,0
80.28,1.0978,-0.317800000000001,0
80.38,1.0988,-0.318800000000001,0
80.48,1.0998,-0.319800000000001,0
80.58,1.1008,-0.320800000000001,0
80.68,1.1018,-0.321800000000001,0
80.78,1.1028,-0.322800000000001,0
80.88,1.1038,-0.323800000000001,0
80.98,1.1048,-0.324800000000001,0
81.08,1.1058,-0.325800000000001,0
81.18,1.1068,-0.326800000000001,0
81.28,1.1078,-0.327800000000001,0
81.38,1.1088,-0.328800000000001,0
81.48,1.1098,-0.329800000000001,0
81.58,1.1108,-0.330800000000001,0
81.68,1.1118,-0.331800000000001,0
81.78,1.1128,-0.332800000000001,0
81.88,1.1138,-0.333800000000001,0
81.98,1.1148,-0.334800000000001,0
82.08,1.1158,-0.335800000000001,0
82.18,1.1168,-0.336800000000001,0
82.28,1.1178,-0.337800000000001,0
82.38,1.1188,-0.338800000000001,0
82.48,1.1198,-0.339800000000001,0
82.58,1.1208,-0.340800000000001,0
82.68,1.1218,-0.341800000000001,0
82.78,1.1228,-0.342800000000001,0
82.88,1.1238,-0.343800000000001,0
82.98,1.1248,-0.344800000000001,0
83.08,1.1258,-0.345800000000001,0
83.18,1.1268,-0.346800000000001,0
83.28,1.1278,-0.347800000000001,0
83.38,1.1288,-0.348800000000001,0
83.48,1.1298,-0.349800000000001,0
83.58,1.1308,-0.350800000000001,0
83.68,1.1318,-0.351800000000001,0
83.78,1.1328,-0.352800000000001,0
83.88,1.1338,-0.353800000000001,0
83.98,1.1348,-0.354800000000001,0
84.08,1.1358,-0.355800000000001,0
84.18,1.1368,-0.356800000000001,0
84.28,1.1378,-0.357800000000001,0
84.38,1.1388,-0.358800000000001,0
84.48,1.1398,-0.359800000000001,0
84.58,1.1408,-0.360800000000001,0
84.68,1.1418,-0.361800000000001,0
84.78,1.1428,-0.362800000000001,0
84.88,1.1438,-0.363800000000001,0
84.98,1.1448,-0.364800000000001,0
85.08,1.1458,-0.365800000000001,0
85.18,1.1468,-0.366800000000001,0
85.28,1.1478,-0.367800000000001,0
85.38,1.1488,-0.368800000000001,0
85.48,1.1498,-0.369800000000001,0
85.58,1.1508,-0.370800000000001,0
85.68,1.1518,-0.371800000000001,0
85.78,1.1528,-0.372800000000001,0
85.88,1.1538,-0.373800000000001,0
85.98,1.1548,-0.374800000000001,0
86.08,1.1558,-0.375800000000001,0
86.18,1.1568,-0.376800000000001,0
86.28,1.1578,-0.377800000000001,0
86.38,1.1588,-0.378800000000001,0
86.48,1.1598,-0.379800000000001,0
86.58,1.1608,-0.380800000000001,0
86.68,1.1618,-0.381800000000001,0
86.78,1.1628,-0.382800000000001,0
86.88,1.1638,-0.383800000000001,0
86.98,1.1648,-0.384800000000001,0
87.08,1.1658,-0.385800000000001,0
87.18,1.1668,-0.386800000000001,0
87.28,1.1678,-0.387800000000001,0
87.38,1.1688,-0.388800000000001,0
87.48,1.1698,-0.389800000000001,0
87.58,1.1708,-0.390800000000001,0
87.68,1.1718,-0.391800000000001,0
87.78,1.1728,-0.392800000000001,0
87.88,1.1738,-0.393800000000001,0
87.98,1.1748,-0.394800000000001,0
88.08,1.1758,-0.395800000000001,0
88.18,1.1768,-0.396800000000001,0
